,Unnamed: 0,Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_labels,aws_sentiment
10598,10598,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( 5G)..🍰🍕🎁",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب G,"['🍰', '🍕', '🎁']",33,0.01079595603,1,1,neutral,NEUTRAL
10599,10599,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( M78 )..",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب M,,33,0.01053890946,1,1,neutral,NEUTRAL
10600,10600,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( Mhe).. 🌹 ♥️",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Mhe,"['♥️', '🌹']",33,0.01029381854,1,1,neutral,NEUTRAL
10601,10601,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( N3r)..",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب N r,,34,0.01079595603,1,1,neutral,NEUTRAL
10602,10602,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( OWn )..🍰😍",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب OWn,"['🍰', '😍']",33,0.01053890946,1,1,neutral,NEUTRAL
10603,10603,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( SAG )..🍰😍",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب SAG,"['🍰', '😍']",33,0.01053890946,1,1,neutral,NEUTRAL
10604,10604,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب (Aed)..",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Aed,,33,0.01106585493,1,1,neutral,NEUTRAL
10605,10605,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 
هنقرستيشن جاهز مرسول 
اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب .( 5G ) https://t.co/60tIW1sFzp",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب هنقرستيشن جاهز مرسول اوعدك بيعجبك تجربه كوبون طلب G,,36,0.03134398051,1,1,neutral,NEUTRAL
10606,10606,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 
هنقرستيشن جاهز مرسول 
اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب .( 999). #البزنس62",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب هنقرستيشن جاهز مرسول اوعدك بيعجبك تجربه كوبون طلب,,35,0.03204051341,1,1,neutral,NEUTRAL
10607,10607,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 
هنقرستيشن جاهز مرسول 
اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( gsh )",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب هنقرستيشن جاهز مرسول اوعدك بيعجبك تجربه كوبون طلب gsh,,36,0.03204051341,1,1,neutral,NEUTRAL
10608,10608,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 
هنقرستيشن جاهز مرسول 
اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب ( OWn )",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب هنقرستيشن جاهز مرسول اوعدك بيعجبك تجربه كوبون طلب OWn,,36,0.03204051341,1,1,neutral,NEUTRAL
10609,10609,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 
هنقرستيشن جاهز مرسول 
اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب SM4",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب هنقرستيشن جاهز مرسول اوعدك بيعجبك تجربه كوبون طلب SM,,36,0.03353076985,1,1,neutral,NEUTRAL
10610,10610,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 
هنقرستيشن جاهز مرسول 
اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب W22",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب هنقرستيشن جاهز مرسول اوعدك بيعجبك تجربه كوبون طلب W,,36,0.03353076985,1,1,neutral,NEUTRAL
10611,10611,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه 🌹مستر مندوب 🌹

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب 🍎🍎555 🍒🍒🍌",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب,"['🌹', '🍌', '🍒', '🍎']",32,0.01079595603,1,1,neutral,NEUTRAL
10612,10612,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه 🌹مستر مندوب 🌹

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب 🍎🍎5G 🍒🍒🍌 https://t.co/sA6vKYyCxa",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب G,"['🌹', '🍌', '🍒', '🍎']",33,0.01053890946,1,1,neutral,NEUTRAL
10613,10613,"فجاه وماخلصتي

جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه 🌹مستر مندوب 🌹

اوعدك انه بيعجبك عن تجربه 
و كوبون اول طلب 🍎🍎B5 🍒🍒🍌",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب B,"['🌹', '🍌', '🍒', '🍎']",33,0.01079595603,1,1,neutral,NEUTRAL
10614,10614,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب 💫5G💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب G emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫']",42,0.01106585493,1,1,neutral,NEUTRAL
10615,10615,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب 💫Aed 💫",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Aed,['💫'],33,0.01079595603,1,1,neutral,NEUTRAL
10616,10616,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب 💫Aed 💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Aed emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫']",42,0.01079595603,1,1,neutral,NEUTRAL
10617,10617,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب 💫SAG 💫",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب SAG,['💫'],33,0.01079595603,1,1,neutral,NEUTRAL
10618,10618,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب 💫SAG 💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب SAG emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫']",42,0.01079595603,1,1,neutral,NEUTRAL
10619,10619,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب Fat7 🏆🏆💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Fat emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫', '🏆']",42,0.01079595603,1,1,neutral,NEUTRAL
10620,10620,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب Fat7 💫",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Fat,['💫'],33,0.01079595603,1,1,neutral,NEUTRAL
10621,10621,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب M78💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب M emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫']",42,0.01106585493,1,1,neutral,NEUTRAL
10622,10622,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب Mhe💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب Mhe emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫']",42,0.01106585493,1,1,neutral,NEUTRAL
10623,10623,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه (مستر مندوب ) 

اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب W22💫👈🏻 https://t.co/L9SLEdqSZ4",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب W emoji backhand index pointing left light skin tone emoji,"['👈🏻', '💫']",42,0.01079595603,1,1,neutral,NEUTRAL
10624,10624,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.

إسمه 🌹🍒مستر مندوب 🌹🍒

اوعدك انه بيعجبك عن تجربه🍎 

و كوبون اول طلب💫💞 OWn💕 💫👈🏻",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب OWn emoji backhand index pointing left light skin tone emoji,"['🌹', '💕', '👈🏻', '🍒', '🍎', '💞', '💫']",42,0.02875825497,1,1,neutral,NEUTRAL
10625,10625,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.
إسمه مستر مندوب 
اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب (eo7)",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب eo,,33,0.03825580251,1,1,neutral,NEUTRAL
10626,10626,"فجاه وماخلصتي جرب اطلب من تطبيق غير مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك خميس مطاعم الرياض.
إسمه مستر مندوب 
اوعدك انه بيعجبك عن تجربه 

و كوبون اول طلب (W33) #البزنس69 https://t.co/wCmW76vKDd",فجاه وماخلصتي جرب اطلب تطبيق مرسول وهنقرستشين وجاهز وصل وتويو ونعناع ذاشفز ازهلها السعوديه عسير جزان بيشه الطائف الخبر البيك دانكن تبوك مطاعم الرياض اسمه مستر مندوب اوعدك بيعجبك تجربه كوبون طلب W,,33,0.0363896658,1,1,neutral,NEUTRAL
10627,10627,فخاطري ستاربكس واكسترا كراميل🥹,فخاطري ستاربكس واكسترا كراميل,,4,-0.3365171962,1,-1,positive,NEGATIVE
10628,10628,"فرابتشينو د. كيف يطق باصبع لستاربكس
ولافيه مقارنه من ناحية الطعم و السعر",فرابتشينو يطق باصبع لستاربكس ولافيه مقارنه ناحية الطعم السعر,,9,0.08110114945,1,1,neutral,NEUTRAL
10629,10629,"فرحان عشان اليوم يوم المرأة
منتظر عروض دانكن",فرحان عشان المراة منتظر عروض دانكن,,6,0.1311530632,1,1,positive,POSITIVE
10630,10630,"فرحته عشان بيروح دانكن تجنن😭
#تجمعنا_دبي |#عزيز_المحمد https://t.co/BMMEpIB1Xj",فرحته عشان بيروح دانكن تجنن عزيز المحمد,['😭'],7,0.1398761569,1,1,positive,POSITIVE
10631,10631,فرع دانكن الجديد وااو صدق🧡,فرع دانكن الجديد وااو صدق,['🧡'],5,0.04025404522,1,1,positive,NEUTRAL
10632,10632,فرع ستاربكس اللي في سان من اقرب الفروع ل قلبي♥️♥️,فرع ستاربكس اللي سان اقرب الفروع قلبي,['♥️'],7,-0.2273014096,1,-1,positive,NEUTRAL
10633,10633,فرع هاف مليون الجديد ماخذذذ قلبيييي 🥺🥺 https://t.co/EX2ik7Ffty,فرع هاف الجديد ماخذذذ قلبيييي,['🥺'],5,-0.2038968038,1,-1,negative,NEUTRAL
10634,10634,فرعين ستاربكس جدد على الثمامه!! يالله الجنه,فرعين ستاربكس جدد الثمامه يالله الجنه,,6,-0.02957242368,1,-1,negative,NEUTRAL
10635,10635,فطور صحي بعدين دارك روست من دانكن وبعدها احلل الشوز الجديد بالنادي … تحس بالرضاء بالنفس بعدها,فطور صحي بعدين دارك روست دانكن وبعدها احلل الشوز الجديد بالنادي تحس بالرضاء بالنفس بعدها,,15,0.1348025023,1,1,positive,NEUTRAL
10636,10636,فطومي سمعت اني مشتهيه دانكن ولقيته عند غرفتي 😢❤️❤️❤️❤️,فطومي سمعت اني مشتهيه دانكن ولقيته غرفتي,"['❤️', '😢']",7,-0.336063936,1,-1,neutral,NEGATIVE
10637,10637,فلوسي راحت على دانكن,فلوسي راحت دانكن,,3,-0.4844180122,1,-1,negative,POSITIVE
10638,10638,فنجان قهوة على الطريق في مكان بسيط لكن جميل... تجربة تستخق التكرار https://t.co/Lhh5XNYeUt,فنجان قهوة الطريق مكان بسيط جميل تجربة تستخق التكرار,,9,0.1475234727,1,1,positive,POSITIVE
10639,10639,فوق السطاح تحت الستالايت واجمل طاسة نسكافيه ❤️,السطاح الستالايت واجمل طاسة نسكافيه,['❤️'],5,0.1601103169,1,1,positive,POSITIVE
10640,10640,فى الليل والناس نيام ولا أحد مستيقظ وانت تجلس فى الغرفه تنظر للسقف لا تستطيع النوم ليس من كثرة التفكير ولا جرح حبيب علشان انت ياعلق شارب كوبايتين قهوه وكوباية نسكافيه,الليل والناس نيام مستيقظ وانت تجلس الغرفه تنظر للسقف تستطيع النوم كثرة التفكير جرح علشان انت ياعلق شارب كوبايتين قهوه وكوباية نسكافيه,,22,0.156398798,1,1,negative,NEUTRAL
10641,10641,في الزاوية الأخيرة من ستاربكس، برفقة افكاري أشرب مشروبي المفضل ☕️🎵،,الزاوية ستاربكس برفقة افكاري اشرب مشروبي المفضل ️,"['🎵', '☕']",8,-0.0003462817973,1,-1,neutral,POSITIVE
10642,10642,في الصباح ما ينفع الا ستاربكس 😌 https://t.co/SX2V2fCOJW,الصباح ينفع ستاربكس,['😌'],3,0.09877331108,1,1,positive,POSITIVE
10643,10643,في الوقت ده الواحد بيبقى محتار يعمل نسكافيه ولا سم هاري,ده الواحد بيبقى محتار يعمل نسكافيه سم هاري,,8,-0.01266047778,1,-1,negative,NEGATIVE
10644,10644,في خاطري عرض هاف مليون ولا رحت أخذّه 😔 .,خاطري عرض هاف رحت اخذه,['😔'],5,-0.1039923712,1,-1,neutral,NEUTRAL
10645,10645,في شي غير دانكن يستاهل الحب 🧡 https://t.co/yjd2mEsrP9,شي دانكن يستاهل الحب,['🧡'],4,0.0705630771,1,1,positive,POSITIVE
10646,10646,في نظري مهما اجتهدت المقاهي ، يظل دانكن هو الأفضل دائماً,نظري اجتهدت المقاهي يظل دانكن الافضل دائما,,7,0.01265439876,1,1,positive,POSITIVE
10647,10647,في هذي العصريه قهوه من دانكن كفيله بتعديل المزاج 🫡 https://t.co/FEGCW8IaF2,العصريه قهوه دانكن كفيله بتعديل المزاج,,6,-0.006843853914,1,-1,positive,NEUTRAL
10648,10648,في يوم العلم اطلق شيء اخذت عرض دانكن,العلم اطلق شيء اخذت عرض دانكن,,6,-0.1424298868,1,-1,positive,NEUTRAL
10649,10649,فيني رغبة شديدة اني امسك خط للديرة و اجهز لي ثلاجة اعبيها شاهي جمر و اترسها نعناع و اخليها لنص الخط و بداية الخط اخذلي بلاك صغير من دانكن و اشغل طلال و ابو نورة و البس ثوب سلك و اتعطر بديور هوم انتنس و المكيف يصفقني و يبرد الثوب و ريحة العطر تفوح,فيني رغبة شديدة اني امسك خط للديرة اجهز ثلاجة اعبيها شاهي جمر اترسها نعناع اخليها لنص الخط بداية الخط اخذلي بلاك صغير دانكن اشغل طلال ابو نورة البس ثوب سلك اتعطر بديور هوم انتنس المكيف يصفقني يبرد الثوب ريحة العطر تفوح,,41,0.03785425863,1,1,positive,NEUTRAL
10650,10650,فيه احد يشتهي ستاربكس بهالوقت غيري؟ لا طبعاً,يشتهي ستاربكس بهالوقت غيري طبعا,,5,-0.2023990158,1,-1,negative,NEUTRAL
10651,10651,فيه ناس في حياتنا مثل نسكافيه ٣×١ يتكلمون معك ، و عنك ، و عليك,ناس حياتنا نسكافيه × يتكلمون معك عنك,,7,-0.2059103381,1,-1,positive,NEUTRAL
10652,10652,قابلت النهاردة بالصدفة وانا قاعد ف دانكن صديقة قديم عرفتها بالصدفة بردو وكانت الطف شخصية ومعرفة حصلتلي ف حياتي🤍,قابلت النهاردة بالصدفة وانا قاعد دانكن صديقة قديم عرفتها بالصدفة بردو الطف شخصية ومعرفة حصلتلي حياتي,['🤍'],16,0.1385595796,1,1,positive,POSITIVE
